Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,Pythag,RankPythag
2016,Stetson,72.4449,38,71.3343,63,104.9554,148,104.1188,168,113.7323,340,112.5591,324,0.289794,263
2016,La Salle,66.7933,288,66.9357,271,94.9706,320,98.2703,285,111.2591,330,106.4415,226,0.285254,264
2016,South Carolina St.,68.3121,214,68.3965,203,104.3018,170,103.0807,180,106.8731,244,111.6532,318,0.285226,265
2016,Eastern Illinois,68.2331,218,68.2170,214,100.9151,234,99.8424,246,108.2153,281,108.5902,267,0.275705,266
2016,Jacksonville,71.9515,53,71.2823,64,103.0216,193,99.8293,247,107.5161,262,108.6492,268,0.274158,267
2016,Holy Cross,64.7290,338,64.4467,338,99.1292,264,97.0103,297,105.6559,220,105.8374,216,0.268646,268
2016,Youngstown St.,73.7665,15,73.4116,20,100.1256,246,102.5781,185,113.9375,342,111.9895,321,0.267084,269
2016,Brown,70.7855,86,71.1444,72,101.5061,226,101.4308,214,108.7494,288,110.8231,309,0.265336,270
2016,Fairleigh Dickinson,72.0721,51,72.5183,37,105.0428,146,104.6473,161,108.2276,282,114.3671,335,0.264755,271
2016,Rice,71.1931,76,70.7301,85,105.8898,125,104.9081,154,114.1583,343,114.6533,341,0.264731,272
2016,Delaware,67.4209,252,68.3151,207,97.8110,288,100.9644,221,111.4784,332,110.4325,301,0.262926,273
2016,San Diego,66.4052,298,67.1733,259,90.7912,340,93.2097,331,104.6047,185,101.9723,138,0.262451,274
2016,Cal St. Fullerton,69.9282,126,69.2287,152,98.8287,270,100.6259,228,108.0703,275,110.1009,293,0.262144,275
2016,Idaho St.,71.5155,65,71.0142,75,101.9775,212,98.5315,281,105.8661,226,107.8536,251,0.261232,276
2016,Houston Baptist,71.1763,77,70.9229,80,102.4793,203,102.0235,206,110.1686,313,111.8606,320,0.257581,277
2016,Cornell,72.6738,33,73.0563,23,96.3627,301,97.6393,292,108.8204,289,107.0589,237,0.257475,278
2016,Drake,65.8067,320,66.4030,297,99.8583,250,102.3656,193,109.4397,306,112.3046,322,0.256235,279
2016,Lipscomb,73.9974,11,73.7734,15,103.5127,188,100.4407,233,110.3807,316,110.3907,300,0.252322,280
2016,St. Francis NY,66.6198,291,66.7722,281,96.0300,312,93.3362,328,99.2764,75,102.6716,151,0.250441,281
2016,Alabama St.,69.2149,161,69.7610,126,99.6116,255,98.8312,270,104.8966,195,108.9604,277,0.245629,282
2016,Sacramento St.,69.1182,168,69.0223,157,101.0279,231,97.5068,293,105.9724,228,107.5649,248,0.244349,283
2016,LIU Brooklyn,73.0232,25,73.0651,22,103.1062,192,100.3241,236,104.2736,180,110.8616,310,0.240747,284
2016,Liberty,64.1030,342,64.2191,343,98.5300,277,99.3651,257,109.0138,296,109.8534,286,0.239763,285
2016,Loyola MD,67.3895,254,67.8428,232,101.1072,230,100.6144,229,108.8489,290,111.2702,315,0.239093,286
2016,Utah Valley,74.3567,10,75.3172,7,98.9491,268,99.3754,256,106.7819,243,109.9266,288,0.238586,287
2016,Longwood,69.8068,135,70.2286,106,102.0353,210,100.4803,232,110.9631,326,111.1943,313,0.237731,288
2016,Troy,69.0928,169,68.7557,181,96.9393,295,96.7121,304,107.4434,259,107.0280,236,0.237661,289
2016,Rutgers,71.3652,68,71.5740,60,93.3867,329,95.5058,315,112.5051,338,106.0274,220,0.231143,290
2016,Quinnipiac,69.7681,137,69.5981,133,93.1273,331,91.5429,338,100.1972,93,101.8126,134,0.227453,291
2016,North Texas,70.7578,89,70.5316,92,101.7050,222,100.0553,240,110.7522,319,111.4630,317,0.224149,292
2016,Campbell,69.6671,138,68.8693,169,101.7713,220,100.1014,239,108.0747,276,111.7372,319,0.220182,293
2016,North Carolina Central,67.0764,272,66.4897,295,100.0654,247,98.5608,280,104.4274,182,110.1148,294,0.218441,294
2016,Sacred Heart,72.2035,46,72.0354,47,101.5232,225,99.2668,260,107.1193,249,110.9232,311,0.218093,295
2016,Seattle,66.9160,279,66.5461,292,95.6119,314,93.8309,324,102.0475,131,104.9998,195,0.215288,296
2016,Marist,69.0212,174,68.8703,168,101.7787,218,102.3146,194,112.2712,336,114.5158,337,0.214907,297
2016,Alcorn St.,66.3006,300,66.0446,309,98.2264,283,98.6868,277,106.9316,245,110.6014,304,0.212354,298
2016,St. Francis PA,66.9795,275,66.7965,279,102.2235,207,100.4269,234,107.5928,264,112.6490,326,0.210696,299
2016,Bethune Cookman,68.3618,210,67.3548,254,99.7522,251,97.7435,291,106.7107,242,109.6458,284,0.210578,300
2016,Cleveland St.,66.1013,310,64.8782,333,91.0135,338,90.0196,343,104.9196,196,101.1899,119,0.206662,301
2016,VMI,69.1217,167,69.6560,131,96.1772,309,96.9826,298,110.9863,327,109.0561,278,0.205984,302
2016,Charleston Southern,68.8252,185,68.8859,165,98.8191,272,97.8265,289,110.7953,321,110.0141,289,0.205830,303
2016,Morgan St.,69.1331,166,69.8467,123,96.5356,299,94.8565,319,103.5545,162,106.7358,231,0.204744,304
2016,Florida Atlantic,68.6953,190,68.4287,201,95.5327,315,95.3467,316,107.9228,271,107.4041,244,0.202715,305
2016,American,62.0260,350,62.3687,347,92.0236,335,93.2244,330,104.9477,198,105.2649,203,0.198307,306
2016,Jacksonville St.,66.2128,302,66.0670,308,99.9248,249,97.4232,294,109.1232,299,110.0384,291,0.197769,307
2016,The Citadel,80.6078,1,81.6212,1,103.1264,191,102.6962,183,116.3181,349,116.1707,346,0.195010,308
2016,Robert Morris,69.4561,147,69.0348,156,93.5378,328,90.9745,341,101.3363,120,103.1104,164,0.191538,309
2016,UMass Lowell,73.9834,12,74.1702,12,100.8390,235,101.0086,218,111.5031,333,114.5718,339,0.190162,310
2016,Southern Miss,64.6748,340,64.0469,344,96.2804,304,96.2524,310,107.2911,254,109.3517,279,0.187347,311
2016,Northern Colorado,69.9306,125,69.3610,144,104.5872,163,102.5335,186,116.1164,348,116.5457,349,0.186475,312
2016,Alabama A&M,65.4440,325,65.9404,312,101.4123,227,99.3552,258,105.2887,209,113.1337,328,0.183398,313
2016,Maryland Eastern Shore,67.5766,247,68.0411,220,97.6374,293,98.7557,275,109.2184,300,112.5523,323,0.181854,314
2016,Southeastern Louisiana,70.0341,119,68.8248,172,99.5522,257,96.8960,300,108.1012,277,110.5788,303,0.179603,315
2016,Hartford,70.0757,116,69.8876,120,99.0575,266,100.0499,242,111.3884,331,114.1816,333,0.179551,316
2016,Niagara,67.3464,258,66.9602,268,94.4736,324,93.7380,325,105.4158,215,107.1380,238,0.177036,317
2016,USC Upstate,68.1230,224,67.4026,251,102.6949,198,99.7932,249,116.6071,350,114.2579,334,0.174133,318
2016,Abilene Christian,69.2993,154,68.5260,193,99.6473,254,96.7314,303,109.2218,301,110.8099,308,0.173273,319
2016,Savannah St.,67.1771,264,66.7157,285,90.3251,342,87.8349,349,99.4524,81,100.7151,110,0.171701,320
2016,New Orleans,73.6075,17,72.8880,30,98.5487,276,96.1990,311,106.9983,247,110.3907,299,0.170444,321
2016,Lamar,73.1649,22,72.9412,28,100.1322,245,96.8903,301,107.7592,267,111.3236,316,0.168414,322
2016,SIU Edwardsville,67.7541,239,66.9392,269,96.1106,311,94.0140,323,108.4627,285,108.2293,263,0.165302,323
2016,Lafayette,69.8095,134,69.9575,115,99.6483,253,99.3255,259,112.3901,337,114.6042,340,0.161726,324
2016,Binghamton,67.3727,256,66.0007,311,89.8262,343,88.4182,348,101.6742,126,102.0449,140,0.161332,325
2016,Nicholls St.,70.9688,81,69.2127,154,92.4254,332,92.3531,334,107.9951,273,106.7599,232,0.158815,326
2016,Coppin St.,71.2772,72,70.8301,81,96.8037,296,96.0129,313,109.7211,309,111.0839,312,0.157528,327
2016,Central Arkansas,73.7754,14,72.7321,34,101.9222,215,99.9354,245,113.7481,341,115.7126,344,0.156337,328
2016,Northwestern St.,75.0917,7,74.4353,8,101.9964,211,101.5502,213,115.3664,347,117.6507,350,0.155458,329
2016,Presbyterian,68.2785,216,67.7424,237,94.6963,323,94.1940,322,107.3632,256,109.7237,285,0.147418,330
2016,McNeese St.,70.6157,94,68.8271,171,99.2449,262,98.4612,283,110.7584,320,114.7230,342,0.147058,331
2016,Howard,71.5808,63,71.2256,68,96.6315,298,93.1140,332,104.9811,199,108.6642,269,0.144794,332
2016,UMBC,70.7373,90,70.5201,94,100.9757,232,99.5827,254,113.4506,339,116.2262,347,0.144635,333
2016,Maine,77.7627,2,77.7949,3,96.2538,305,96.4837,307,110.3497,315,113.3880,329,0.135103,334
2016,Prairie View A&M,68.8694,180,69.6515,132,87.7105,348,90.0433,342,102.9343,149,105.9709,218,0.133190,335
2016,North Carolina A&T,68.4742,199,68.4730,199,96.3065,303,96.0519,312,108.1043,278,113.4251,330,0.128766,336
2016,Illinois Chicago,72.5655,36,72.2894,43,88.2985,346,89.4085,345,107.4203,258,105.9011,217,0.124899,337
2016,Bradley,67.3462,259,68.2274,213,82.3456,351,85.1547,350,104.0658,175,100.9917,114,0.123301,338
2016,Mississippi Valley St.,71.2592,74,71.9901,50,90.3442,341,91.7284,337,106.2434,232,108.8117,273,0.123029,339
2016,Southern Utah,69.4372,148,68.8400,170,98.2413,282,98.0481,286,117.8495,351,116.4219,348,0.121823,340
2016,UTSA,72.8261,31,72.7887,32,97.7780,289,96.9132,299,115.3290,346,115.4922,343,0.117434,341
2016,Southeast Missouri St.,71.5666,64,71.8141,55,91.1621,337,91.0673,340,108.8705,291,108.8512,274,0.113911,342
2016,Northern Arizona,71.0511,79,70.7717,84,92.3133,334,92.2790,335,114.2949,344,110.7551,307,0.109213,343
2016,Arkansas Pine Bluff,65.3422,327,65.2198,328,86.6389,350,89.2077,346,107.0089,248,108.0692,257,0.099236,344
2016,Bryant,68.4320,203,68.5158,194,93.5459,327,93.4137,327,110.8585,322,113.5953,331,0.095397,345
2016,Grambling St.,67.2146,263,66.8460,278,87.8229,347,88.7275,347,103.6191,166,108.0655,256,0.093857,346
2016,UT Rio Grande Valley,68.4722,200,68.4230,202,94.7692,322,94.2104,321,114.5644,345,115.8297,345,0.085037,347
2016,Delaware St.,66.8184,287,67.2428,257,88.5797,345,89.5763,344,109.8568,311,111.2108,314,0.076713,348
2016,Chicago St.,70.5047,97,70.0415,112,88.7385,344,91.3628,339,111.5124,334,114.5394,338,0.069143,349
2016,Florida A&M,70.1707,110,70.3775,99,86.7199,349,84.7218,351,102.2316,135,106.2437,223,0.068934,350
2016,Central Connecticut,68.8492,182,68.1852,218,93.1730,330,93.5185,326,112.0779,335,118.0423,351,0.064274,351
